2025-09-06T13:30:56+01:00  13:30:56 up 20 days, 16 min,  1 user,  load average: 0.69, 1.73, 2.41
2025-09-06T13:32:21+01:00  13:32:21 up 20 days, 17 min,  1 user,  load average: 0.58, 1.45, 2.25
2025-09-06T13:32:26+01:00  13:32:26 up 20 days, 18 min,  1 user,  load average: 0.61, 1.45, 2.24
2025-09-06T13:32:31+01:00  13:32:31 up 20 days, 18 min,  1 user,  load average: 0.64, 1.44, 2.23
2025-09-06T13:32:36+01:00  13:32:36 up 20 days, 18 min,  1 user,  load average: 0.59, 1.41, 2.22
2025-09-06T13:32:41+01:00  13:32:41 up 20 days, 18 min,  1 user,  load average: 0.54, 1.39, 2.21
2025-09-06T13:32:46+01:00  13:32:46 up 20 days, 18 min,  1 user,  load average: 0.90, 1.45, 2.22
2025-09-06T13:32:51+01:00  13:32:51 up 20 days, 18 min,  1 user,  load average: 0.83, 1.43, 2.21
2025-09-06T13:32:56+01:00  13:32:56 up 20 days, 18 min,  1 user,  load average: 0.84, 1.42, 2.20
2025-09-06T13:33:01+01:00  13:33:01 up 20 days, 18 min,  1 user,  load average: 0.77, 1.39, 2.19
2025-09-06T13:33:06+01:00  13:33:06 up 20 days, 18 min,  1 user,  load average: 0.87, 1.40, 2.19
2025-09-06T13:33:11+01:00  13:33:11 up 20 days, 18 min,  1 user,  load average: 0.80, 1.38, 2.18
2025-09-06T13:33:16+01:00  13:33:16 up 20 days, 18 min,  1 user,  load average: 0.74, 1.36, 2.17
2025-09-06T13:33:21+01:00  13:33:21 up 20 days, 18 min,  1 user,  load average: 0.68, 1.33, 2.16
2025-09-06T13:33:26+01:00  13:33:26 up 20 days, 19 min,  1 user,  load average: 0.86, 1.36, 2.16
2025-09-06T13:33:31+01:00  13:33:31 up 20 days, 19 min,  1 user,  load average: 0.88, 1.36, 2.15
2025-09-06T13:33:36+01:00  13:33:36 up 20 days, 19 min,  1 user,  load average: 0.81, 1.33, 2.14
2025-09-06T13:33:41+01:00  13:33:41 up 20 days, 19 min,  1 user,  load average: 0.74, 1.31, 2.13
2025-09-06T13:33:46+01:00  13:33:46 up 20 days, 19 min,  1 user,  load average: 0.84, 1.32, 2.13
2025-09-06T13:33:51+01:00  13:33:51 up 20 days, 19 min,  1 user,  load average: 0.77, 1.30, 2.12
2025-09-06T13:33:56+01:00  13:33:56 up 20 days, 19 min,  1 user,  load average: 0.71, 1.28, 2.11
2025-09-06T13:34:01+01:00  13:34:01 up 20 days, 19 min,  1 user,  load average: 0.65, 1.26, 2.09
2025-09-06T13:34:06+01:00  13:34:06 up 20 days, 19 min,  1 user,  load average: 0.60, 1.24, 2.08
2025-09-06T13:34:11+01:00  13:34:11 up 20 days, 19 min,  1 user,  load average: 0.55, 1.22, 2.07
2025-09-06T13:34:16+01:00  13:34:16 up 20 days, 19 min,  1 user,  load average: 0.51, 1.19, 2.06
2025-09-06T13:34:21+01:00  13:34:21 up 20 days, 19 min,  1 user,  load average: 0.55, 1.19, 2.05
2025-09-06T13:34:26+01:00  13:34:26 up 20 days, 20 min,  1 user,  load average: 0.66, 1.20, 2.05
2025-09-06T13:34:31+01:00  13:34:31 up 20 days, 20 min,  1 user,  load average: 0.85, 1.24, 2.06
2025-09-06T13:34:36+01:00  13:34:36 up 20 days, 20 min,  1 user,  load average: 0.78, 1.21, 2.05
2025-09-06T13:34:41+01:00  13:34:41 up 20 days, 20 min,  1 user,  load average: 0.72, 1.19, 2.04
2025-09-06T13:34:46+01:00  13:34:46 up 20 days, 20 min,  1 user,  load average: 0.66, 1.17, 2.03
2025-09-06T13:34:51+01:00  13:34:51 up 20 days, 20 min,  1 user,  load average: 0.61, 1.15, 2.01
2025-09-06T13:34:56+01:00  13:34:56 up 20 days, 20 min,  1 user,  load average: 0.56, 1.13, 2.00
2025-09-06T13:35:01+01:00  13:35:01 up 20 days, 20 min,  1 user,  load average: 0.68, 1.15, 2.00
2025-09-06T13:35:06+01:00  13:35:06 up 20 days, 20 min,  1 user,  load average: 0.62, 1.13, 1.99
2025-09-06T13:35:11+01:00  13:35:11 up 20 days, 20 min,  1 user,  load average: 0.65, 1.13, 1.99
2025-09-06T13:35:16+01:00  13:35:16 up 20 days, 20 min,  1 user,  load average: 0.60, 1.11, 1.98
2025-09-06T13:35:21+01:00  13:35:21 up 20 days, 20 min,  1 user,  load average: 0.55, 1.09, 1.96
2025-09-06T13:35:26+01:00  13:35:26 up 20 days, 21 min,  1 user,  load average: 0.59, 1.09, 1.96
2025-09-06T13:35:31+01:00  13:35:31 up 20 days, 21 min,  1 user,  load average: 0.54, 1.07, 1.95
2025-09-06T13:35:36+01:00  13:35:36 up 20 days, 21 min,  1 user,  load average: 0.50, 1.05, 1.94
2025-09-06T13:35:41+01:00  13:35:41 up 20 days, 21 min,  1 user,  load average: 0.46, 1.03, 1.93
2025-09-06T13:35:46+01:00  13:35:46 up 20 days, 21 min,  1 user,  load average: 1.22, 1.18, 1.97
2025-09-06T13:35:51+01:00  13:35:51 up 20 days, 21 min,  1 user,  load average: 1.44, 1.23, 1.98
2025-09-06T13:35:56+01:00  13:35:56 up 20 days, 21 min,  1 user,  load average: 1.33, 1.21, 1.97
2025-09-06T13:36:01+01:00  13:36:01 up 20 days, 21 min,  1 user,  load average: 1.54, 1.26, 1.98
2025-09-06T13:36:06+01:00  13:36:06 up 20 days, 21 min,  1 user,  load average: 1.90, 1.33, 2.00
2025-09-06T13:36:11+01:00  13:36:11 up 20 days, 21 min,  1 user,  load average: 1.75, 1.31, 1.99
2025-09-06T13:36:16+01:00  13:36:16 up 20 days, 21 min,  1 user,  load average: 1.61, 1.29, 1.98
2025-09-06T13:36:21+01:00  13:36:21 up 20 days, 21 min,  1 user,  load average: 1.48, 1.27, 1.97
2025-09-06T13:36:26+01:00  13:36:26 up 20 days, 22 min,  1 user,  load average: 1.36, 1.25, 1.96
2025-09-06T13:36:31+01:00  13:36:31 up 20 days, 22 min,  1 user,  load average: 1.25, 1.23, 1.95
2025-09-06T13:36:36+01:00  13:36:36 up 20 days, 22 min,  1 user,  load average: 1.23, 1.22, 1.94
2025-09-06T13:36:41+01:00  13:36:41 up 20 days, 22 min,  1 user,  load average: 1.29, 1.24, 1.95
2025-09-06T13:36:46+01:00  13:36:46 up 20 days, 22 min,  1 user,  load average: 1.19, 1.21, 1.93
2025-09-06T13:36:51+01:00  13:36:51 up 20 days, 22 min,  1 user,  load average: 1.09, 1.19, 1.92
2025-09-06T13:36:56+01:00  13:36:56 up 20 days, 22 min,  1 user,  load average: 1.01, 1.17, 1.91
2025-09-06T13:37:01+01:00  13:37:01 up 20 days, 22 min,  1 user,  load average: 0.92, 1.15, 1.90
2025-09-06T13:37:06+01:00  13:37:06 up 20 days, 22 min,  1 user,  load average: 0.85, 1.14, 1.89
2025-09-06T13:37:11+01:00  13:37:11 up 20 days, 22 min,  1 user,  load average: 0.94, 1.15, 1.89
2025-09-06T13:37:16+01:00  13:37:16 up 20 days, 22 min,  1 user,  load average: 1.03, 1.16, 1.89
2025-09-06T13:37:21+01:00  13:37:21 up 20 days, 22 min,  1 user,  load average: 0.95, 1.14, 1.88
2025-09-06T13:37:26+01:00  13:37:26 up 20 days, 23 min,  1 user,  load average: 0.95, 1.14, 1.88
2025-09-06T13:37:31+01:00  13:37:31 up 20 days, 23 min,  1 user,  load average: 0.95, 1.14, 1.87
2025-09-06T13:37:36+01:00  13:37:36 up 20 days, 23 min,  1 user,  load average: 0.88, 1.12, 1.86
2025-09-06T13:37:41+01:00  13:37:41 up 20 days, 23 min,  1 user,  load average: 1.53, 1.25, 1.90
2025-09-06T13:37:46+01:00  13:37:46 up 20 days, 23 min,  1 user,  load average: 1.41, 1.23, 1.89
2025-09-06T13:37:51+01:00  13:37:51 up 20 days, 23 min,  1 user,  load average: 1.37, 1.23, 1.89
2025-09-06T13:37:56+01:00  13:37:56 up 20 days, 23 min,  1 user,  load average: 1.50, 1.26, 1.89
2025-09-06T13:38:01+01:00  13:38:01 up 20 days, 23 min,  1 user,  load average: 1.38, 1.24, 1.88
2025-09-06T13:38:06+01:00  13:38:06 up 20 days, 23 min,  1 user,  load average: 1.27, 1.21, 1.87
2025-09-06T13:38:11+01:00  13:38:11 up 20 days, 23 min,  1 user,  load average: 1.25, 1.21, 1.87
2025-09-06T13:38:16+01:00  13:38:16 up 20 days, 23 min,  1 user,  load average: 1.23, 1.21, 1.86
2025-09-06T13:38:21+01:00  13:38:21 up 20 days, 23 min,  1 user,  load average: 1.21, 1.20, 1.86
2025-09-06T13:38:26+01:00  13:38:26 up 20 days, 24 min,  1 user,  load average: 1.19, 1.20, 1.85
2025-09-06T13:38:31+01:00  13:38:31 up 20 days, 24 min,  1 user,  load average: 1.26, 1.21, 1.85
2025-09-06T13:38:36+01:00  13:38:36 up 20 days, 24 min,  1 user,  load average: 1.48, 1.26, 1.87
2025-09-06T13:38:41+01:00  13:38:41 up 20 days, 24 min,  1 user,  load average: 1.60, 1.29, 1.87
2025-09-06T13:38:46+01:00  13:38:46 up 20 days, 24 min,  1 user,  load average: 1.79, 1.33, 1.88
2025-09-06T13:38:51+01:00  13:38:51 up 20 days, 24 min,  1 user,  load average: 1.73, 1.33, 1.88
2025-09-06T13:38:56+01:00  13:38:56 up 20 days, 24 min,  1 user,  load average: 1.67, 1.32, 1.87
2025-09-06T13:39:01+01:00  13:39:01 up 20 days, 24 min,  1 user,  load average: 1.70, 1.33, 1.88
2025-09-06T13:39:07+01:00  13:39:06 up 20 days, 24 min,  1 user,  load average: 2.04, 1.41, 1.90
2025-09-06T13:39:12+01:00  13:39:12 up 20 days, 24 min,  1 user,  load average: 2.52, 1.52, 1.93
2025-09-06T13:39:17+01:00  13:39:17 up 20 days, 24 min,  1 user,  load average: 2.64, 1.56, 1.94
2025-09-06T13:39:22+01:00  13:39:22 up 20 days, 24 min,  1 user,  load average: 2.43, 1.54, 1.93
2025-09-06T13:39:27+01:00  13:39:27 up 20 days, 25 min,  1 user,  load average: 2.47, 1.56, 1.94
2025-09-06T13:39:32+01:00  13:39:32 up 20 days, 25 min,  1 user,  load average: 3.40, 1.77, 2.00
2025-09-06T13:39:37+01:00  13:39:37 up 20 days, 25 min,  1 user,  load average: 3.36, 1.79, 2.01
2025-09-06T13:39:42+01:00  13:39:42 up 20 days, 25 min,  1 user,  load average: 3.09, 1.76, 2.00
2025-09-06T13:39:47+01:00  13:39:47 up 20 days, 25 min,  1 user,  load average: 2.85, 1.73, 1.99
2025-09-06T13:39:52+01:00  13:39:52 up 20 days, 25 min,  1 user,  load average: 2.78, 1.73, 1.99
2025-09-06T13:39:57+01:00  13:39:57 up 20 days, 25 min,  1 user,  load average: 2.64, 1.72, 1.98
2025-09-06T13:40:02+01:00  13:40:02 up 20 days, 25 min,  1 user,  load average: 2.50, 1.71, 1.98
2025-09-06T13:40:07+01:00  13:40:07 up 20 days, 25 min,  1 user,  load average: 2.30, 1.68, 1.96
2025-09-06T13:40:12+01:00  13:40:12 up 20 days, 25 min,  1 user,  load average: 2.52, 1.74, 1.98
2025-09-06T13:40:17+01:00  13:40:17 up 20 days, 25 min,  1 user,  load average: 3.04, 1.86, 2.02
2025-09-06T13:40:22+01:00  13:40:22 up 20 days, 25 min,  1 user,  load average: 2.88, 1.84, 2.01
2025-09-06T13:40:27+01:00  13:40:27 up 20 days, 26 min,  1 user,  load average: 2.65, 1.81, 2.00
2025-09-06T13:40:32+01:00  13:40:32 up 20 days, 26 min,  1 user,  load average: 2.43, 1.78, 1.99
2025-09-06T13:40:37+01:00  13:40:37 up 20 days, 26 min,  1 user,  load average: 2.24, 1.75, 1.98
2025-09-06T13:40:42+01:00  13:40:42 up 20 days, 26 min,  1 user,  load average: 2.22, 1.76, 1.98
2025-09-06T13:40:47+01:00  13:40:47 up 20 days, 26 min,  1 user,  load average: 2.44, 1.81, 2.00
2025-09-06T13:40:52+01:00  13:40:52 up 20 days, 26 min,  1 user,  load average: 2.73, 1.88, 2.02
2025-09-06T13:40:57+01:00  13:40:57 up 20 days, 26 min,  1 user,  load average: 2.51, 1.85, 2.01
2025-09-06T13:41:02+01:00  13:41:02 up 20 days, 26 min,  1 user,  load average: 2.87, 1.93, 2.04
2025-09-06T13:41:07+01:00  13:41:07 up 20 days, 26 min,  1 user,  load average: 2.80, 1.94, 2.03
2025-09-06T13:41:12+01:00  13:41:12 up 20 days, 26 min,  1 user,  load average: 2.57, 1.90, 2.02
2025-09-06T13:41:17+01:00  13:41:17 up 20 days, 26 min,  1 user,  load average: 2.61, 1.92, 2.03
2025-09-06T13:41:22+01:00  13:41:22 up 20 days, 26 min,  1 user,  load average: 2.48, 1.91, 2.02
2025-09-06T13:41:27+01:00  13:41:27 up 20 days, 27 min,  1 user,  load average: 2.28, 1.87, 2.01
2025-09-06T13:41:32+01:00  13:41:32 up 20 days, 27 min,  1 user,  load average: 2.18, 1.86, 2.01
2025-09-06T13:41:37+01:00  13:41:37 up 20 days, 27 min,  1 user,  load average: 2.08, 1.85, 2.00
2025-09-06T13:41:42+01:00  13:41:42 up 20 days, 27 min,  1 user,  load average: 1.92, 1.81, 1.99
2025-09-06T13:41:47+01:00  13:41:47 up 20 days, 27 min,  1 user,  load average: 1.76, 1.78, 1.98
2025-09-06T13:41:52+01:00  13:41:52 up 20 days, 27 min,  1 user,  load average: 2.02, 1.84, 2.00
2025-09-06T13:41:57+01:00  13:41:57 up 20 days, 27 min,  1 user,  load average: 1.86, 1.81, 1.98
2025-09-06T13:42:02+01:00  13:42:02 up 20 days, 27 min,  1 user,  load average: 1.87, 1.81, 1.98
2025-09-06T13:42:07+01:00  13:42:07 up 20 days, 27 min,  1 user,  load average: 1.88, 1.81, 1.99
2025-09-06T13:42:12+01:00  13:42:12 up 20 days, 27 min,  1 user,  load average: 2.05, 1.85, 2.00
2025-09-06T13:42:17+01:00  13:42:17 up 20 days, 27 min,  1 user,  load average: 2.61, 1.97, 2.03
2025-09-06T13:42:22+01:00  13:42:22 up 20 days, 27 min,  1 user,  load average: 2.96, 2.05, 2.06
2025-09-06T13:42:27+01:00  13:42:27 up 20 days, 28 min,  1 user,  load average: 2.80, 2.04, 2.06
2025-09-06T13:42:32+01:00  13:42:32 up 20 days, 28 min,  1 user,  load average: 2.58, 2.00, 2.04
2025-09-06T13:42:37+01:00  13:42:37 up 20 days, 28 min,  1 user,  load average: 2.37, 1.97, 2.03
2025-09-06T13:42:42+01:00  13:42:42 up 20 days, 28 min,  1 user,  load average: 2.34, 1.97, 2.03
2025-09-06T13:42:47+01:00  13:42:47 up 20 days, 28 min,  1 user,  load average: 2.31, 1.97, 2.03
2025-09-06T13:42:52+01:00  13:42:52 up 20 days, 28 min,  1 user,  load average: 2.13, 1.94, 2.02
2025-09-06T13:42:57+01:00  13:42:57 up 20 days, 28 min,  1 user,  load average: 2.04, 1.92, 2.02
2025-09-06T13:43:02+01:00  13:43:02 up 20 days, 28 min,  1 user,  load average: 1.87, 1.89, 2.00
2025-09-06T13:43:07+01:00  13:43:07 up 20 days, 28 min,  1 user,  load average: 1.96, 1.91, 2.01
2025-09-06T13:43:12+01:00  13:43:12 up 20 days, 28 min,  1 user,  load average: 1.97, 1.91, 2.01
2025-09-06T13:43:17+01:00  13:43:17 up 20 days, 28 min,  1 user,  load average: 2.05, 1.93, 2.01
2025-09-06T13:43:22+01:00  13:43:22 up 20 days, 28 min,  1 user,  load average: 2.13, 1.95, 2.02
2025-09-06T13:43:27+01:00  13:43:27 up 20 days, 29 min,  1 user,  load average: 2.12, 1.95, 2.02
2025-09-06T13:43:32+01:00  13:43:32 up 20 days, 29 min,  1 user,  load average: 2.27, 1.98, 2.03
2025-09-06T13:43:37+01:00  13:43:37 up 20 days, 29 min,  1 user,  load average: 2.17, 1.97, 2.02
2025-09-06T13:43:42+01:00  13:43:42 up 20 days, 29 min,  1 user,  load average: 2.39, 2.02, 2.04
2025-09-06T13:43:47+01:00  13:43:47 up 20 days, 29 min,  1 user,  load average: 2.28, 2.00, 2.03
2025-09-06T13:43:52+01:00  13:43:52 up 20 days, 29 min,  1 user,  load average: 2.18, 1.98, 2.03
2025-09-06T13:43:57+01:00  13:43:57 up 20 days, 29 min,  1 user,  load average: 2.00, 1.95, 2.02
2025-09-06T13:44:02+01:00  13:44:02 up 20 days, 29 min,  1 user,  load average: 1.92, 1.93, 2.01
2025-09-06T13:44:07+01:00  13:44:07 up 20 days, 29 min,  1 user,  load average: 2.09, 1.97, 2.02
2025-09-06T13:44:12+01:00  13:44:12 up 20 days, 29 min,  1 user,  load average: 2.16, 1.99, 2.03
2025-09-06T13:44:17+01:00  13:44:17 up 20 days, 29 min,  1 user,  load average: 2.87, 2.14, 2.08
2025-09-06T13:44:22+01:00  13:44:22 up 20 days, 29 min,  1 user,  load average: 2.88, 2.15, 2.08
2025-09-06T13:44:27+01:00  13:44:27 up 20 days, 30 min,  1 user,  load average: 2.65, 2.11, 2.07
2025-09-06T13:44:32+01:00  13:44:32 up 20 days, 30 min,  1 user,  load average: 2.52, 2.10, 2.06
2025-09-06T13:44:37+01:00  13:44:37 up 20 days, 30 min,  1 user,  load average: 2.32, 2.06, 2.05
2025-09-06T13:44:42+01:00  13:44:42 up 20 days, 30 min,  1 user,  load average: 2.13, 2.03, 2.04
2025-09-06T13:44:47+01:00  13:44:47 up 20 days, 30 min,  1 user,  load average: 1.96, 1.99, 2.03
2025-09-06T13:44:52+01:00  13:44:52 up 20 days, 30 min,  1 user,  load average: 2.20, 2.04, 2.05
2025-09-06T13:44:57+01:00  13:44:57 up 20 days, 30 min,  1 user,  load average: 2.03, 2.01, 2.04
2025-09-06T13:45:02+01:00  13:45:02 up 20 days, 30 min,  1 user,  load average: 1.86, 1.97, 2.02
2025-09-06T13:45:07+01:00  13:45:07 up 20 days, 30 min,  1 user,  load average: 1.95, 1.99, 2.03
2025-09-06T13:45:12+01:00  13:45:12 up 20 days, 30 min,  1 user,  load average: 1.80, 1.96, 2.02
2025-09-06T13:45:17+01:00  13:45:17 up 20 days, 30 min,  1 user,  load average: 1.65, 1.93, 2.01
2025-09-06T13:45:22+01:00  13:45:22 up 20 days, 30 min,  1 user,  load average: 1.52, 1.89, 2.00
2025-09-06T13:45:27+01:00  13:45:27 up 20 days, 31 min,  1 user,  load average: 1.48, 1.88, 1.99
2025-09-06T13:45:32+01:00  13:45:32 up 20 days, 31 min,  1 user,  load average: 1.60, 1.90, 2.00
2025-09-06T13:45:37+01:00  13:45:37 up 20 days, 31 min,  1 user,  load average: 1.71, 1.92, 2.00
2025-09-06T13:45:42+01:00  13:45:42 up 20 days, 31 min,  1 user,  load average: 1.58, 1.88, 1.99
2025-09-06T13:45:47+01:00  13:45:47 up 20 days, 31 min,  1 user,  load average: 1.69, 1.90, 2.00
2025-09-06T13:45:52+01:00  13:45:52 up 20 days, 31 min,  1 user,  load average: 1.63, 1.89, 1.99
2025-09-06T13:45:57+01:00  13:45:57 up 20 days, 31 min,  1 user,  load average: 1.58, 1.87, 1.99
2025-09-06T13:46:02+01:00  13:46:02 up 20 days, 31 min,  1 user,  load average: 1.46, 1.84, 1.97
2025-09-06T13:46:07+01:00  13:46:07 up 20 days, 31 min,  1 user,  load average: 1.34, 1.81, 1.96
2025-09-06T13:46:12+01:00  13:46:12 up 20 days, 31 min,  1 user,  load average: 1.31, 1.80, 1.96
2025-09-06T13:46:17+01:00  13:46:17 up 20 days, 31 min,  1 user,  load average: 1.21, 1.77, 1.95
2025-09-06T13:46:22+01:00  13:46:22 up 20 days, 31 min,  1 user,  load average: 1.51, 1.82, 1.96
2025-09-06T13:46:27+01:00  13:46:27 up 20 days, 32 min,  1 user,  load average: 2.43, 2.01, 2.02
2025-09-06T13:46:32+01:00  13:46:32 up 20 days, 32 min,  1 user,  load average: 2.96, 2.12, 2.06
2025-09-06T13:46:37+01:00  13:46:37 up 20 days, 32 min,  1 user,  load average: 2.88, 2.12, 2.06
2025-09-06T13:46:42+01:00  13:46:42 up 20 days, 32 min,  1 user,  load average: 2.73, 2.10, 2.06
2025-09-06T13:46:47+01:00  13:46:47 up 20 days, 32 min,  1 user,  load average: 3.07, 2.18, 2.08
2025-09-06T13:46:52+01:00  13:46:52 up 20 days, 32 min,  1 user,  load average: 2.99, 2.18, 2.08
2025-09-06T13:46:57+01:00  13:46:57 up 20 days, 32 min,  1 user,  load average: 2.83, 2.16, 2.08
2025-09-06T13:47:02+01:00  13:47:02 up 20 days, 32 min,  1 user,  load average: 3.64, 2.34, 2.14
2025-09-06T13:47:07+01:00  13:47:07 up 20 days, 32 min,  1 user,  load average: 3.67, 2.37, 2.15
2025-09-06T13:47:12+01:00  13:47:12 up 20 days, 32 min,  1 user,  load average: 3.46, 2.34, 2.14
2025-09-06T13:47:17+01:00  13:47:17 up 20 days, 32 min,  1 user,  load average: 3.66, 2.40, 2.16
2025-09-06T13:47:22+01:00  13:47:22 up 20 days, 32 min,  1 user,  load average: 3.37, 2.36, 2.15
2025-09-06T13:47:27+01:00  13:47:27 up 20 days, 33 min,  1 user,  load average: 3.10, 2.32, 2.14
2025-09-06T13:47:32+01:00  13:47:32 up 20 days, 33 min,  1 user,  load average: 3.09, 2.34, 2.14
2025-09-06T13:47:37+01:00  13:47:37 up 20 days, 33 min,  1 user,  load average: 2.84, 2.30, 2.13
2025-09-06T13:47:42+01:00  13:47:42 up 20 days, 33 min,  1 user,  load average: 2.69, 2.27, 2.12
2025-09-06T13:47:47+01:00  13:47:47 up 20 days, 33 min,  1 user,  load average: 3.04, 2.35, 2.15
2025-09-06T13:47:52+01:00  13:47:52 up 20 days, 33 min,  1 user,  load average: 2.80, 2.31, 2.14
2025-09-06T13:47:57+01:00  13:47:57 up 20 days, 33 min,  1 user,  load average: 2.65, 2.29, 2.13
2025-09-06T13:48:02+01:00  13:48:02 up 20 days, 33 min,  1 user,  load average: 2.44, 2.25, 2.12
2025-09-06T13:48:07+01:00  13:48:07 up 20 days, 33 min,  1 user,  load average: 2.24, 2.22, 2.11
2025-09-06T13:48:12+01:00  13:48:12 up 20 days, 33 min,  1 user,  load average: 2.30, 2.23, 2.11
2025-09-06T13:48:17+01:00  13:48:17 up 20 days, 33 min,  1 user,  load average: 2.36, 2.24, 2.12
2025-09-06T13:48:22+01:00  13:48:22 up 20 days, 33 min,  1 user,  load average: 2.33, 2.24, 2.12
2025-09-06T13:48:27+01:00  13:48:27 up 20 days, 34 min,  1 user,  load average: 2.30, 2.23, 2.12
2025-09-06T13:48:32+01:00  13:48:32 up 20 days, 34 min,  1 user,  load average: 2.20, 2.21, 2.11
2025-09-06T13:48:37+01:00  13:48:37 up 20 days, 34 min,  1 user,  load average: 2.02, 2.18, 2.10
2025-09-06T13:48:42+01:00  13:48:42 up 20 days, 34 min,  1 user,  load average: 2.18, 2.21, 2.11
2025-09-06T13:48:47+01:00  13:48:47 up 20 days, 34 min,  1 user,  load average: 2.57, 2.29, 2.13
2025-09-06T13:48:52+01:00  13:48:52 up 20 days, 34 min,  1 user,  load average: 2.44, 2.27, 2.13
2025-09-06T13:48:57+01:00  13:48:57 up 20 days, 34 min,  1 user,  load average: 2.33, 2.24, 2.12
2025-09-06T13:49:02+01:00  13:49:02 up 20 days, 34 min,  1 user,  load average: 2.14, 2.21, 2.11
2025-09-06T13:49:07+01:00  13:49:07 up 20 days, 34 min,  1 user,  load average: 2.05, 2.19, 2.10
2025-09-06T13:49:12+01:00  13:49:12 up 20 days, 34 min,  1 user,  load average: 1.96, 2.17, 2.10
2025-09-06T13:49:17+01:00  13:49:17 up 20 days, 34 min,  1 user,  load average: 1.89, 2.15, 2.09
2025-09-06T13:49:22+01:00  13:49:22 up 20 days, 34 min,  1 user,  load average: 2.06, 2.18, 2.10
2025-09-06T13:49:27+01:00  13:49:27 up 20 days, 35 min,  1 user,  load average: 1.89, 2.14, 2.09
2025-09-06T13:49:32+01:00  13:49:32 up 20 days, 35 min,  1 user,  load average: 1.82, 2.12, 2.08
2025-09-06T13:49:37+01:00  13:49:37 up 20 days, 35 min,  1 user,  load average: 1.67, 2.09, 2.07
2025-09-06T13:49:42+01:00  13:49:42 up 20 days, 35 min,  1 user,  load average: 1.54, 2.05, 2.06
2025-09-06T13:49:47+01:00  13:49:47 up 20 days, 35 min,  1 user,  load average: 1.42, 2.02, 2.05
2025-09-06T13:49:52+01:00  13:49:52 up 20 days, 35 min,  1 user,  load average: 1.30, 1.98, 2.04
2025-09-06T13:49:57+01:00  13:49:57 up 20 days, 35 min,  1 user,  load average: 1.20, 1.95, 2.03
2025-09-06T13:50:02+01:00  13:50:02 up 20 days, 35 min,  1 user,  load average: 1.10, 1.92, 2.02
2025-09-06T13:50:07+01:00  13:50:07 up 20 days, 35 min,  1 user,  load average: 1.33, 1.95, 2.03
2025-09-06T13:50:13+01:00  13:50:13 up 20 days, 35 min,  1 user,  load average: 1.47, 1.97, 2.03
2025-09-06T13:50:18+01:00  13:50:18 up 20 days, 35 min,  1 user,  load average: 1.51, 1.97, 2.03
2025-09-06T13:50:23+01:00  13:50:23 up 20 days, 35 min,  1 user,  load average: 2.19, 2.10, 2.08
2025-09-06T13:50:28+01:00  13:50:28 up 20 days, 36 min,  1 user,  load average: 2.42, 2.15, 2.09
2025-09-06T13:50:33+01:00  13:50:33 up 20 days, 36 min,  1 user,  load average: 2.22, 2.12, 2.08
2025-09-06T13:50:38+01:00  13:50:38 up 20 days, 36 min,  1 user,  load average: 2.04, 2.08, 2.07
2025-09-06T13:50:43+01:00  13:50:43 up 20 days, 36 min,  1 user,  load average: 1.96, 2.06, 2.06
2025-09-06T13:50:48+01:00  13:50:48 up 20 days, 36 min,  1 user,  load average: 1.80, 2.03, 2.05
2025-09-06T13:50:53+01:00  13:50:53 up 20 days, 36 min,  1 user,  load average: 1.66, 1.99, 2.04
