2025-09-06T13:01:21+01:00  13:01:21 up 19 days, 23:46,  1 user,  load average: 1.87, 2.19, 2.23
2025-09-06T13:05:31+01:00  13:05:31 up 19 days, 23:51,  1 user,  load average: 2.40, 2.48, 2.36
2025-09-06T13:05:36+01:00  13:05:36 up 19 days, 23:51,  1 user,  load average: 2.28, 2.46, 2.35
2025-09-06T13:05:41+01:00  13:05:41 up 19 days, 23:51,  1 user,  load average: 2.10, 2.42, 2.34
2025-09-06T13:05:46+01:00  13:05:46 up 19 days, 23:51,  1 user,  load average: 2.17, 2.43, 2.35
2025-09-06T13:05:51+01:00  13:05:51 up 19 days, 23:51,  1 user,  load average: 2.00, 2.39, 2.33
2025-09-06T13:05:56+01:00  13:05:56 up 19 days, 23:51,  1 user,  load average: 1.84, 2.35, 2.32
2025-09-06T13:06:01+01:00  13:06:01 up 19 days, 23:51,  1 user,  load average: 1.77, 2.32, 2.31
2025-09-06T13:06:06+01:00  13:06:06 up 19 days, 23:51,  1 user,  load average: 1.71, 2.30, 2.31
2025-09-06T13:06:11+01:00  13:06:11 up 19 days, 23:51,  1 user,  load average: 1.97, 2.35, 2.32
2025-09-06T13:06:16+01:00  13:06:16 up 19 days, 23:51,  1 user,  load average: 2.30, 2.41, 2.34
2025-09-06T13:06:21+01:00  13:06:21 up 19 days, 23:51,  1 user,  load average: 2.11, 2.37, 2.33
2025-09-06T13:06:26+01:00  13:06:26 up 19 days, 23:52,  1 user,  load average: 2.02, 2.35, 2.32
2025-09-06T13:06:31+01:00  13:06:31 up 19 days, 23:52,  1 user,  load average: 2.10, 2.36, 2.32
2025-09-06T13:06:36+01:00  13:06:36 up 19 days, 23:52,  1 user,  load average: 2.33, 2.40, 2.34
2025-09-06T13:06:41+01:00  13:06:41 up 19 days, 23:52,  1 user,  load average: 2.31, 2.39, 2.34
2025-09-06T13:06:46+01:00  13:06:46 up 19 days, 23:52,  1 user,  load average: 2.28, 2.39, 2.33
2025-09-06T13:06:51+01:00  13:06:51 up 19 days, 23:52,  1 user,  load average: 2.18, 2.36, 2.33
2025-09-06T13:06:56+01:00  13:06:56 up 19 days, 23:52,  1 user,  load average: 2.32, 2.39, 2.34
2025-09-06T13:07:01+01:00  13:07:01 up 19 days, 23:52,  1 user,  load average: 2.22, 2.37, 2.33
2025-09-06T13:07:06+01:00  13:07:06 up 19 days, 23:52,  1 user,  load average: 2.04, 2.33, 2.32
2025-09-06T13:07:11+01:00  13:07:11 up 19 days, 23:52,  1 user,  load average: 2.36, 2.39, 2.34
2025-09-06T13:07:16+01:00  13:07:16 up 19 days, 23:52,  1 user,  load average: 2.33, 2.38, 2.33
2025-09-06T13:07:21+01:00  13:07:21 up 19 days, 23:52,  1 user,  load average: 2.14, 2.34, 2.32
2025-09-06T13:07:26+01:00  13:07:26 up 19 days, 23:53,  1 user,  load average: 2.13, 2.34, 2.32
2025-09-06T13:07:31+01:00  13:07:31 up 19 days, 23:53,  1 user,  load average: 2.44, 2.40, 2.34
2025-09-06T13:07:36+01:00  13:07:36 up 19 days, 23:53,  1 user,  load average: 2.33, 2.37, 2.33
2025-09-06T13:07:41+01:00  13:07:41 up 19 days, 23:53,  1 user,  load average: 2.70, 2.45, 2.36
2025-09-06T13:07:46+01:00  13:07:46 up 19 days, 23:53,  1 user,  load average: 2.56, 2.43, 2.35
2025-09-06T13:07:51+01:00  13:07:51 up 19 days, 23:53,  1 user,  load average: 2.68, 2.45, 2.36
2025-09-06T13:07:56+01:00  13:07:56 up 19 days, 23:53,  1 user,  load average: 2.46, 2.41, 2.35
2025-09-06T13:08:01+01:00  13:08:01 up 19 days, 23:53,  1 user,  load average: 2.75, 2.47, 2.37
2025-09-06T13:08:06+01:00  13:08:06 up 19 days, 23:53,  1 user,  load average: 2.53, 2.43, 2.35
2025-09-06T13:08:11+01:00  13:08:11 up 19 days, 23:53,  1 user,  load average: 2.32, 2.39, 2.34
2025-09-06T13:08:16+01:00  13:08:16 up 19 days, 23:53,  1 user,  load average: 2.22, 2.37, 2.33
2025-09-06T13:08:21+01:00  13:08:21 up 19 days, 23:53,  1 user,  load average: 2.04, 2.33, 2.32
2025-09-06T13:08:26+01:00  13:08:26 up 19 days, 23:54,  1 user,  load average: 2.76, 2.47, 2.37
2025-09-06T13:08:31+01:00  13:08:31 up 19 days, 23:54,  1 user,  load average: 2.62, 2.45, 2.36
2025-09-06T13:08:36+01:00  13:08:36 up 19 days, 23:54,  1 user,  load average: 2.41, 2.40, 2.35
2025-09-06T13:08:41+01:00  13:08:41 up 19 days, 23:54,  1 user,  load average: 2.61, 2.45, 2.36
2025-09-06T13:08:46+01:00  13:08:46 up 19 days, 23:54,  1 user,  load average: 3.21, 2.57, 2.40
2025-09-06T13:08:51+01:00  13:08:51 up 19 days, 23:54,  1 user,  load average: 2.95, 2.53, 2.39
2025-09-06T13:08:56+01:00  13:08:56 up 19 days, 23:54,  1 user,  load average: 2.95, 2.54, 2.39
2025-09-06T13:09:01+01:00  13:09:01 up 19 days, 23:54,  1 user,  load average: 2.96, 2.55, 2.40
2025-09-06T13:09:06+01:00  13:09:06 up 19 days, 23:54,  1 user,  load average: 3.12, 2.59, 2.41
2025-09-06T13:09:11+01:00  13:09:11 up 19 days, 23:54,  1 user,  load average: 3.27, 2.63, 2.43
2025-09-06T13:09:16+01:00  13:09:16 up 19 days, 23:54,  1 user,  load average: 3.09, 2.60, 2.42
2025-09-06T13:09:21+01:00  13:09:21 up 19 days, 23:54,  1 user,  load average: 2.84, 2.56, 2.40
2025-09-06T13:09:26+01:00  13:09:26 up 19 days, 23:55,  1 user,  load average: 3.90, 2.78, 2.48
2025-09-06T13:09:31+01:00  13:09:31 up 19 days, 23:55,  1 user,  load average: 3.58, 2.73, 2.46
2025-09-06T13:09:36+01:00  13:09:36 up 19 days, 23:55,  1 user,  load average: 3.46, 2.72, 2.46
2025-09-06T13:09:41+01:00  13:09:41 up 19 days, 23:55,  1 user,  load average: 3.26, 2.69, 2.45
2025-09-06T13:09:46+01:00  13:09:46 up 19 days, 23:55,  1 user,  load average: 3.24, 2.70, 2.46
2025-09-06T13:09:51+01:00  13:09:51 up 19 days, 23:55,  1 user,  load average: 3.06, 2.67, 2.45
2025-09-06T13:09:56+01:00  13:09:56 up 19 days, 23:55,  1 user,  load average: 3.22, 2.71, 2.46
2025-09-06T13:10:01+01:00  13:10:01 up 19 days, 23:55,  1 user,  load average: 2.96, 2.66, 2.45
2025-09-06T13:10:06+01:00  13:10:06 up 19 days, 23:55,  1 user,  load average: 2.88, 2.65, 2.45
2025-09-06T13:10:11+01:00  13:10:11 up 19 days, 23:55,  1 user,  load average: 2.73, 2.62, 2.44
2025-09-06T13:10:16+01:00  13:10:16 up 19 days, 23:55,  1 user,  load average: 2.59, 2.60, 2.43
2025-09-06T13:10:21+01:00  13:10:21 up 19 days, 23:55,  1 user,  load average: 2.54, 2.59, 2.43
2025-09-06T13:10:26+01:00  13:10:26 up 19 days, 23:56,  1 user,  load average: 2.42, 2.56, 2.42
2025-09-06T13:10:31+01:00  13:10:31 up 19 days, 23:56,  1 user,  load average: 2.31, 2.53, 2.41
2025-09-06T13:10:36+01:00  13:10:36 up 19 days, 23:56,  1 user,  load average: 2.20, 2.51, 2.40
2025-09-06T13:10:41+01:00  13:10:41 up 19 days, 23:56,  1 user,  load average: 2.59, 2.58, 2.43
2025-09-06T13:10:46+01:00  13:10:46 up 19 days, 23:56,  1 user,  load average: 2.46, 2.56, 2.42
2025-09-06T13:10:51+01:00  13:10:51 up 19 days, 23:56,  1 user,  load average: 3.06, 2.68, 2.46
2025-09-06T13:10:56+01:00  13:10:56 up 19 days, 23:56,  1 user,  load average: 2.82, 2.64, 2.45
2025-09-06T13:11:01+01:00  13:11:01 up 19 days, 23:56,  1 user,  load average: 2.67, 2.61, 2.44
2025-09-06T13:11:06+01:00  13:11:06 up 19 days, 23:56,  1 user,  load average: 2.54, 2.58, 2.43
2025-09-06T13:11:11+01:00  13:11:11 up 19 days, 23:56,  1 user,  load average: 2.49, 2.57, 2.43
2025-09-06T13:11:16+01:00  13:11:16 up 19 days, 23:56,  1 user,  load average: 2.45, 2.56, 2.43
2025-09-06T13:11:21+01:00  13:11:21 up 19 days, 23:56,  1 user,  load average: 2.58, 2.59, 2.44
2025-09-06T13:11:26+01:00  13:11:26 up 19 days, 23:57,  1 user,  load average: 2.45, 2.56, 2.43
2025-09-06T13:11:31+01:00  13:11:31 up 19 days, 23:57,  1 user,  load average: 2.25, 2.52, 2.42
2025-09-06T13:11:36+01:00  13:11:36 up 19 days, 23:57,  1 user,  load average: 2.07, 2.47, 2.40
2025-09-06T13:11:41+01:00  13:11:41 up 19 days, 23:57,  1 user,  load average: 1.91, 2.43, 2.39
2025-09-06T13:11:46+01:00  13:11:46 up 19 days, 23:57,  1 user,  load average: 2.40, 2.53, 2.42
2025-09-06T13:11:51+01:00  13:11:51 up 19 days, 23:57,  1 user,  load average: 2.77, 2.60, 2.45
2025-09-06T13:11:56+01:00  13:11:56 up 19 days, 23:57,  1 user,  load average: 2.62, 2.57, 2.44
2025-09-06T13:12:01+01:00  13:12:01 up 19 days, 23:57,  1 user,  load average: 2.73, 2.60, 2.45
2025-09-06T13:12:06+01:00  13:12:06 up 19 days, 23:57,  1 user,  load average: 2.76, 2.60, 2.45
2025-09-06T13:12:11+01:00  13:12:11 up 19 days, 23:57,  1 user,  load average: 2.61, 2.58, 2.44
2025-09-06T13:12:16+01:00  13:12:16 up 19 days, 23:57,  1 user,  load average: 2.41, 2.54, 2.43
2025-09-06T13:12:21+01:00  13:12:21 up 19 days, 23:57,  1 user,  load average: 2.21, 2.49, 2.42
2025-09-06T13:12:26+01:00  13:12:26 up 19 days, 23:58,  1 user,  load average: 2.12, 2.47, 2.41
2025-09-06T13:12:31+01:00  13:12:31 up 19 days, 23:58,  1 user,  load average: 2.11, 2.46, 2.41
2025-09-06T13:12:36+01:00  13:12:36 up 19 days, 23:58,  1 user,  load average: 2.02, 2.44, 2.40
2025-09-06T13:12:41+01:00  13:12:41 up 19 days, 23:58,  1 user,  load average: 2.10, 2.45, 2.40
2025-09-06T13:12:47+01:00  13:12:46 up 19 days, 23:58,  1 user,  load average: 2.33, 2.49, 2.41
2025-09-06T13:12:52+01:00  13:12:52 up 19 days, 23:58,  1 user,  load average: 2.38, 2.50, 2.42
2025-09-06T13:12:57+01:00  13:12:57 up 19 days, 23:58,  1 user,  load average: 2.75, 2.57, 2.44
2025-09-06T13:13:02+01:00  13:13:02 up 19 days, 23:58,  1 user,  load average: 2.61, 2.55, 2.44
2025-09-06T13:13:07+01:00  13:13:07 up 19 days, 23:58,  1 user,  load average: 2.64, 2.55, 2.44
2025-09-06T13:13:12+01:00  13:13:12 up 19 days, 23:58,  1 user,  load average: 2.51, 2.53, 2.43
2025-09-06T13:13:17+01:00  13:13:17 up 19 days, 23:58,  1 user,  load average: 2.55, 2.54, 2.43
2025-09-06T13:13:22+01:00  13:13:22 up 19 days, 23:58,  1 user,  load average: 2.43, 2.51, 2.43
2025-09-06T13:13:27+01:00  13:13:27 up 19 days, 23:59,  1 user,  load average: 2.31, 2.48, 2.42
2025-09-06T13:13:32+01:00  13:13:32 up 19 days, 23:59,  1 user,  load average: 2.29, 2.48, 2.42
2025-09-06T13:13:37+01:00  13:13:37 up 19 days, 23:59,  1 user,  load average: 2.18, 2.45, 2.41
2025-09-06T13:13:42+01:00  13:13:42 up 19 days, 23:59,  1 user,  load average: 2.01, 2.41, 2.40
2025-09-06T13:13:47+01:00  13:13:47 up 19 days, 23:59,  1 user,  load average: 1.85, 2.37, 2.38
2025-09-06T13:13:52+01:00  13:13:52 up 19 days, 23:59,  1 user,  load average: 2.50, 2.50, 2.42
2025-09-06T13:13:57+01:00  13:13:57 up 19 days, 23:59,  1 user,  load average: 2.46, 2.49, 2.42
2025-09-06T13:14:02+01:00  13:14:02 up 19 days, 23:59,  1 user,  load average: 2.34, 2.46, 2.41
2025-09-06T13:14:07+01:00  13:14:07 up 19 days, 23:59,  1 user,  load average: 2.23, 2.44, 2.41
2025-09-06T13:14:12+01:00  13:14:12 up 19 days, 23:59,  1 user,  load average: 2.22, 2.43, 2.40
2025-09-06T13:14:17+01:00  13:14:17 up 19 days, 23:59,  1 user,  load average: 2.04, 2.39, 2.39
2025-09-06T13:14:22+01:00  13:14:22 up 19 days, 23:59,  1 user,  load average: 1.95, 2.37, 2.38
2025-09-06T13:14:27+01:00  13:14:27 up 20 days, 0 min,  1 user,  load average: 1.88, 2.35, 2.37
2025-09-06T13:14:32+01:00  13:14:32 up 20 days, 0 min,  1 user,  load average: 1.81, 2.32, 2.37
2025-09-06T13:14:37+01:00  13:14:37 up 20 days, 0 min,  1 user,  load average: 1.66, 2.28, 2.35
2025-09-06T13:14:42+01:00  13:14:42 up 20 days, 0 min,  1 user,  load average: 1.93, 2.33, 2.37
2025-09-06T13:14:47+01:00  13:14:47 up 20 days, 0 min,  1 user,  load average: 1.86, 2.31, 2.36
2025-09-06T13:14:52+01:00  13:14:52 up 20 days, 0 min,  1 user,  load average: 2.27, 2.39, 2.39
2025-09-06T13:14:57+01:00  13:14:57 up 20 days, 0 min,  1 user,  load average: 2.57, 2.45, 2.40
2025-09-06T13:15:02+01:00  13:15:02 up 20 days, 0 min,  1 user,  load average: 2.36, 2.40, 2.39
2025-09-06T13:15:07+01:00  13:15:07 up 20 days, 0 min,  1 user,  load average: 2.89, 2.51, 2.43
2025-09-06T13:15:12+01:00  13:15:12 up 20 days, 0 min,  1 user,  load average: 2.90, 2.52, 2.43
2025-09-06T13:15:17+01:00  13:15:17 up 20 days, 0 min,  1 user,  load average: 3.47, 2.65, 2.47
2025-09-06T13:15:22+01:00  13:15:22 up 20 days, 0 min,  1 user,  load average: 3.43, 2.65, 2.47
2025-09-06T13:15:27+01:00  13:15:27 up 20 days, 1 min,  1 user,  load average: 3.24, 2.63, 2.47
2025-09-06T13:15:32+01:00  13:15:32 up 20 days, 1 min,  1 user,  load average: 3.22, 2.63, 2.47
2025-09-06T13:15:37+01:00  13:15:37 up 20 days, 1 min,  1 user,  load average: 3.44, 2.69, 2.49
2025-09-06T13:15:42+01:00  13:15:42 up 20 days, 1 min,  1 user,  load average: 3.17, 2.64, 2.47
2025-09-06T13:15:47+01:00  13:15:47 up 20 days, 1 min,  1 user,  load average: 2.91, 2.60, 2.46
2025-09-06T13:15:52+01:00  13:15:52 up 20 days, 1 min,  1 user,  load average: 2.68, 2.56, 2.45
2025-09-06T13:15:57+01:00  13:15:57 up 20 days, 1 min,  1 user,  load average: 2.62, 2.55, 2.44
2025-09-06T13:16:02+01:00  13:16:02 up 20 days, 1 min,  1 user,  load average: 2.81, 2.59, 2.46
2025-09-06T13:16:07+01:00  13:16:07 up 20 days, 1 min,  1 user,  load average: 2.83, 2.59, 2.46
2025-09-06T13:16:12+01:00  13:16:12 up 20 days, 1 min,  1 user,  load average: 3.08, 2.65, 2.48
2025-09-06T13:16:17+01:00  13:16:17 up 20 days, 1 min,  1 user,  load average: 3.00, 2.64, 2.48
2025-09-06T13:16:22+01:00  13:16:22 up 20 days, 1 min,  1 user,  load average: 2.76, 2.60, 2.46
2025-09-06T13:16:27+01:00  13:16:27 up 20 days, 2 min,  1 user,  load average: 2.70, 2.59, 2.46
2025-09-06T13:16:32+01:00  13:16:32 up 20 days, 2 min,  1 user,  load average: 2.56, 2.56, 2.45
2025-09-06T13:16:37+01:00  13:16:37 up 20 days, 2 min,  1 user,  load average: 2.43, 2.53, 2.45
2025-09-06T13:16:42+01:00  13:16:42 up 20 days, 2 min,  1 user,  load average: 2.48, 2.54, 2.45
2025-09-06T13:16:47+01:00  13:16:47 up 20 days, 2 min,  1 user,  load average: 2.36, 2.52, 2.44
2025-09-06T13:16:52+01:00  13:16:52 up 20 days, 2 min,  1 user,  load average: 2.49, 2.54, 2.45
2025-09-06T13:16:57+01:00  13:16:57 up 20 days, 2 min,  1 user,  load average: 2.45, 2.53, 2.45
2025-09-06T13:17:02+01:00  13:17:02 up 20 days, 2 min,  1 user,  load average: 2.98, 2.64, 2.48
2025-09-06T13:17:07+01:00  13:17:07 up 20 days, 2 min,  1 user,  load average: 3.70, 2.79, 2.53
2025-09-06T13:17:12+01:00  13:17:12 up 20 days, 2 min,  1 user,  load average: 4.60, 3.00, 2.60
2025-09-06T13:17:17+01:00  13:17:17 up 20 days, 2 min,  1 user,  load average: 4.24, 2.95, 2.59
2025-09-06T13:17:22+01:00  13:17:22 up 20 days, 2 min,  1 user,  load average: 3.98, 2.91, 2.58
2025-09-06T13:17:27+01:00  13:17:27 up 20 days, 3 min,  1 user,  load average: 3.74, 2.88, 2.57
2025-09-06T13:17:32+01:00  13:17:32 up 20 days, 3 min,  1 user,  load average: 3.68, 2.88, 2.57
2025-09-06T13:17:37+01:00  13:17:37 up 20 days, 3 min,  1 user,  load average: 3.70, 2.90, 2.58
2025-09-06T13:17:42+01:00  13:17:42 up 20 days, 3 min,  1 user,  load average: 3.49, 2.87, 2.57
2025-09-06T13:17:47+01:00  13:17:47 up 20 days, 3 min,  1 user,  load average: 3.37, 2.86, 2.57
2025-09-06T13:17:52+01:00  13:17:52 up 20 days, 3 min,  1 user,  load average: 3.42, 2.88, 2.58
2025-09-06T13:17:57+01:00  13:17:57 up 20 days, 3 min,  1 user,  load average: 3.31, 2.86, 2.57
2025-09-06T13:18:02+01:00  13:18:02 up 20 days, 3 min,  1 user,  load average: 3.12, 2.83, 2.56
2025-09-06T13:18:07+01:00  13:18:07 up 20 days, 3 min,  1 user,  load average: 3.11, 2.83, 2.57
2025-09-06T13:18:12+01:00  13:18:12 up 20 days, 3 min,  1 user,  load average: 3.02, 2.82, 2.56
2025-09-06T13:18:17+01:00  13:18:17 up 20 days, 3 min,  1 user,  load average: 3.18, 2.86, 2.58
2025-09-06T13:18:22+01:00  13:18:22 up 20 days, 3 min,  1 user,  load average: 2.93, 2.81, 2.56
2025-09-06T13:18:27+01:00  13:18:27 up 20 days, 4 min,  1 user,  load average: 3.09, 2.84, 2.57
2025-09-06T13:18:32+01:00  13:18:32 up 20 days, 4 min,  1 user,  load average: 2.92, 2.81, 2.57
2025-09-06T13:18:37+01:00  13:18:37 up 20 days, 4 min,  1 user,  load average: 2.69, 2.77, 2.55
2025-09-06T13:18:42+01:00  13:18:42 up 20 days, 4 min,  1 user,  load average: 2.63, 2.75, 2.55
2025-09-06T13:18:47+01:00  13:18:47 up 20 days, 4 min,  1 user,  load average: 2.66, 2.76, 2.55
2025-09-06T13:18:52+01:00  13:18:52 up 20 days, 4 min,  1 user,  load average: 2.69, 2.76, 2.55
2025-09-06T13:18:57+01:00  13:18:57 up 20 days, 4 min,  1 user,  load average: 2.96, 2.82, 2.57
2025-09-06T13:19:02+01:00  13:19:02 up 20 days, 4 min,  1 user,  load average: 2.88, 2.80, 2.57
2025-09-06T13:19:07+01:00  13:19:07 up 20 days, 4 min,  1 user,  load average: 2.65, 2.76, 2.55
2025-09-06T13:19:12+01:00  13:19:12 up 20 days, 4 min,  1 user,  load average: 2.76, 2.78, 2.56
2025-09-06T13:19:17+01:00  13:19:17 up 20 days, 4 min,  1 user,  load average: 2.62, 2.75, 2.55
2025-09-06T13:19:22+01:00  13:19:22 up 20 days, 4 min,  1 user,  load average: 5.05, 3.25, 2.72
2025-09-06T13:19:27+01:00  13:19:27 up 20 days, 5 min,  1 user,  load average: 4.88, 3.25, 2.72
2025-09-06T13:19:32+01:00  13:19:32 up 20 days, 5 min,  1 user,  load average: 5.93, 3.49, 2.80
2025-09-06T13:19:37+01:00  13:19:37 up 20 days, 5 min,  1 user,  load average: 5.94, 3.53, 2.82
2025-09-06T13:19:42+01:00  13:19:42 up 20 days, 5 min,  1 user,  load average: 5.62, 3.51, 2.81
2025-09-06T13:19:47+01:00  13:19:47 up 20 days, 5 min,  1 user,  load average: 5.33, 3.48, 2.81
2025-09-06T13:19:52+01:00  13:19:52 up 20 days, 5 min,  1 user,  load average: 4.91, 3.42, 2.79
2025-09-06T13:19:57+01:00  13:19:57 up 20 days, 5 min,  1 user,  load average: 4.51, 3.37, 2.78
2025-09-06T13:20:02+01:00  13:20:02 up 20 days, 5 min,  1 user,  load average: 4.15, 3.31, 2.76
2025-09-06T13:20:07+01:00  13:20:07 up 20 days, 5 min,  1 user,  load average: 3.90, 3.27, 2.75
2025-09-06T13:20:12+01:00  13:20:12 up 20 days, 5 min,  1 user,  load average: 3.83, 3.27, 2.76
2025-09-06T13:20:17+01:00  13:20:17 up 20 days, 5 min,  1 user,  load average: 3.60, 3.23, 2.75
2025-09-06T13:20:22+01:00  13:20:22 up 20 days, 5 min,  1 user,  load average: 3.47, 3.21, 2.74
2025-09-06T13:20:27+01:00  13:20:27 up 20 days, 6 min,  1 user,  load average: 3.43, 3.20, 2.74
2025-09-06T13:20:32+01:00  13:20:32 up 20 days, 6 min,  1 user,  load average: 3.16, 3.15, 2.73
2025-09-06T13:20:37+01:00  13:20:37 up 20 days, 6 min,  1 user,  load average: 3.07, 3.13, 2.72
2025-09-06T13:20:42+01:00  13:20:42 up 20 days, 6 min,  1 user,  load average: 2.82, 3.08, 2.71
2025-09-06T13:20:47+01:00  13:20:47 up 20 days, 6 min,  1 user,  load average: 3.56, 3.23, 2.76
2025-09-06T13:20:52+01:00  13:20:52 up 20 days, 6 min,  1 user,  load average: 3.35, 3.19, 2.75
2025-09-06T13:20:57+01:00  13:20:57 up 20 days, 6 min,  1 user,  load average: 3.56, 3.24, 2.77
2025-09-06T13:21:02+01:00  13:21:02 up 20 days, 6 min,  1 user,  load average: 3.60, 3.25, 2.77
2025-09-06T13:21:07+01:00  13:21:07 up 20 days, 6 min,  1 user,  load average: 3.39, 3.21, 2.76
2025-09-06T13:21:12+01:00  13:21:12 up 20 days, 6 min,  1 user,  load average: 3.36, 3.21, 2.77
2025-09-06T13:21:17+01:00  13:21:17 up 20 days, 6 min,  1 user,  load average: 3.17, 3.17, 2.76
